ID,coordinates
SRR2962517,25.91 N 100.15 E
SRR2962516,24.72 N 102.64 E
SRR2962511,24.75 N 102.63 E
SRR2962507,24.77 N 102.69 E
SRR2962506,24.86 N 102.71 E
SRR2962505,24.89 N 102.72 E
SRR2962504,24.93 N 102.66 E
SRR2962503,24.72 N 102.64 E
SRR2962502,24.75 N 102.63 E
SRR2962501,24.77 N 102.69 E
SRR2962500,24.86 N 102.71 E
SRR2962498,24.89 N 102.72 E
SRR2962224,24.93 N 102.66 E
SRR2082964,42.87 N 79.43 W
SRR1522974,36.36 S 48.17 W
SRR1522973,11.83 S 36.75 W
SRR1522971,50.96 S 19.76 W
SRR1522964,12.46 S 31.30 W
SRR1518285,8.03 S 54.69 W
SRR1515032,7.45 S 13.91 W
SRR1514963,3.86 S 23.04 W
SRR6321504,22.5628 N 113.9659 E
SRR6321499,22.5628 N 113.9659 E
SRR6317135,22.5628 N 113.9659 E
SRR6317132,22.5628 N 113.9659 E
SRR6262235,24.82 N 118.16 E
SRR6262236,24.82 N 118.16 E
SRR6262237,24.82 N 118.16 E
SRR6262238,24.82 N 118.16 E
SRR6262239,24.82 N 118.16 E
SRR6262240,24.82 N 118.16 E
SRR6262241,24.82 N 118.16 E
SRR6262242,24.82 N 118.16 E
SRR6262243,24.82 N 118.16 E
SRR6262244,24.82 N 118.16 E
SRR6262245,24.82 N 118.16 E
SRR6262246,24.82 N 118.16 E
SRR6237650,42.43592 N 71.14935 W
SRR6237655,42.43592 N 71.14935 W
SRR6201526,41.77 N 81.73 W
SRR6201524,41.77 N 81.73 W
SRR6201002,43.099444 N 89.404444 W
SRR6197918,43.099444 N 89.404444 W
SRR5997540,1.42 N 103.72 E
SRR5997541,1.31 N 103.72 E
SRR5997542,1.29 N 103.84 E
SRR5997543,1.29 N 103.86 E
SRR5997544,1.30 N 103.89 E
SRR5997545,1.32 N 103.87 E
SRR5997546,1.38 N 103.91 E
SRR5997547,1.39 N 103.92 E
SRR5997548,1.38 N 103.92 E
SRR5997549,1.381 N 103.915 E
SRR5997550,1.391 N 103.86 E
SRR5997551,1.41 N 103.73 E
SRR5997552,1.41 N 103.72 E
SRR5896114,51.7874 N 104.9391 E
SRR5896115,51.7874 N 104.9391 E
SRR5857879,43.2047 N 79.2660 W
SRR5857880,43.2052 N 79.2648 W
SRR5857881,43.2043 N 79.2669 W
SRR5857882,43.3698 N 79.3981 W
SRR5857883,42.8723 N 79.4188 W
SRR5857884,42.8722 N 79.4272 W
SRR5857885,42.8744 N 79.4289 W
SRR5857886,42.8754 N 79.4299 W
SRR5857887,42.8638 N 79.3862 W
SRR5857888,43.2047 N 79.2660 W
SRR5857889,43.0873 N 79.2916 W
SRR5857890,42.9974 N 79.0409 W
SRR5857891,42.9477 N 79.3783 W
SRR5857892,43.2251 N 79.1827 W
SRR5857893,43.1983 N 79.2647 W
SRR5857894,43.0500 N 79.1326 W
SRR5857895,43.1156 N 79.5665 W
SRR5857896,42.9551 N 79.0159 W
SRR5857897,43.2211 N 79.2258 W
SRR5857898,43.1897 N 79.4969 W
SRR5857899,43.1250 N 79.0813 W
SRR5857900,43.0746 N 79.8080 W
SRR5857901,43.1250 N 79.0813 W
SRR5857902,43.1120 N 79.1756 W
SRR5857903,43.2573 N 79.0866 W
SRR5857904,42.9885 N 79.2663 W
SRR5857905,42.9803 N 79.2853 W
SRR5857906,43.0056 N 79.4823 W
SRR5857907,43.0646 N 79.7947 W
SRR5857908,42.9968 N 79.5662 W
SRR5857909,42.9720 N 79.3177 W
SRR5857910,42.8864 N 78.9547 W
SRR5857911,43.0213 N 79.6177 W
SRR5857912,43.0287 N 79.2110 W
SRR5857913,43.1250 N 79.0813 W
SRR5857914,42.9848 N 79.2728 W
SRR5857915,42.9947 N 79.2501 W
SRR5857916,43.2532 N 79.1259 W
SRR5857917,42.9309 N 78.9375 W
SRR5857918,43.0462 N 79.1230 W
SRR5857919,43.1268 N 79.3959 W
SRR5857920,42.9720 N 79.3177 W
SRR5857921,42.9968 N 79.5662 W
SRR5857922,43.1113 N 79.8815 W
SRR5857923,43.1601 N 79.9312 W
SRR5857924,43.0213 N 79.6177 W
SRR5857925,43.0998 N 79.8132 W
SRR5857926,43.0414 N 79.1230 W
SRR5857927,43.1268 N 79.3959 W
SRR5857928,43.1613 N 79.9368 W
SRR5857929,43.1707 N 79.9474 W
SRR5857930,43.0575 N 79.2858 W
SRR5857931,43.1519 N 79.3745 W
SRR5857932,43.1333 N 79.3835 W
SRR5857933,43.0838 N 79.4748 W
SRR5857934,43.1342 N 79.7453 W
SRR5857935,42.9968 N 79.5662 W
SRR5857936,43.0213 N 79.6177 W
SRR5857937,43.2162 N 79.2121 W
SRR5857938,43.0274 N 79.6322 W
SRR5857939,43.0745 N 79.5250 W
SRR5857940,43.0414 N 79.1230 W
SRR5857941,43.0393 N 79.0821 W
SRR5857942,43.2532 N 79.1259 W
SRR5857529,43.1268 N 79.3959 W
SRR5857530,43.0638 N 79.2749 W
SRR5857531,43.0731 N 79.3093 W
SRR5857532,42.9725 N 79.0184 W
SRR5857533,42.9460 N 79.0683 W
SRR5857534,42.9725 N 79.0184 W
SRR5857535,42.9460 N 79.0683 W
SRR5857536,43.0998 N 79.8132 W
SRR5857537,42.8481 N 79.0951 W
SRR5857538,43.0638 N 79.2749 W
SRR5857539,42.8381 N 79.1951 W
SRR5857540,42.8721 N 79.2181 W
SRR5857541,42.8760 N 79.2804 W
SRR5857542,43.2043 N 79.2669 W
SRR5857543,43.2052 N 79.2648 W
SRR5857544,43.2047 N 79.2660 W
SRR5857545,42.8864 N 78.9547 W
SRR5857546,42.8723 N 79.4188 W
SRR5857547,42.8698 N 79.3981 W
SRR5857548,43.1707 N 79.9474 W
SRR5857549,42.8744 N 79.4289 W
SRR5857550,42.8722 N 79.4272 W
SRR5857551,42.8723 N 79.4188 W
SRR5857552,42.8698 N 79.3981 W
SRR5857553,42.8744 N 79.4289 W
SRR5857554,42.8722 N 79.4272 W
SRR5857555,42.8638 N 79.3862 W
SRR5857556,42.8754 N 79.4299 W
SRR5857557,43.2052 N 79.2648 W
SRR5857558,43.2047 N 79.2660 W
SRR5857559,42.8698 N 79.3981 W
SRR5857560,43.2043 N 79.2669 W
SRR5857561,43.0575 N 79.2858 W
SRR5857562,43.0731 N 79.3093 W
SRR5857563,43.0689 N 79.7805 W
SRR5857564,43.0125 N 79.2370 W
SRR5857565,42.8748 N 79.4526 W
SRR5857566,42.8680 N 79.3659 W
SRR5857567,43.1628 N 79.8865 W
SRR5857568,43.1162 N 79.2121 W
SRR5857569,43.1342 N 79.7553 W
SRR5857570,43.0838 N 79.4748 W
SRR5857571,42.8763 N 79.0199 W
SRR5857572,43.1033 N 79.2112 W
SRR5857573,43.0339 N 79.0481 W
SRR5857574,42.8733 N 79.2045 W
SRR5857575,43.2336 N 79.1633 W
SRR5857576,43.1250 N 79.0813 W
SRR5857577,43.1120 N 79.1756 W
SRR5857578,43.2573 N 79.0866 W
SRR5857579,43.2251 N 79.1827 W
SRR5857580,43.1983 N 79.2647 W
SRR5857581,43.1717 N 79.3363 W
SRR5857582,42.9725 N 79.0184 W
SRR5857583,42.9460 N 79.0683 W
SRR5857584,43.0731 N 79.3093 W
SRR5857585,42.9974 N 79.0409 W
SRR5857586,42.8638 N 79.3862 W
SRR5857587,43.1120 N 79.1756 W
SRR5857588,43.1033 N 79.2112 W
SRR5857589,42.8638 N 79.3862 W
SRR5857590,42.8754 N 79.4299 W
SRR5857591,42.8744 N 79.4289 W
SRR5857592,42.8722 N 79.4272 W
SRR5857593,42.9180 N 78.9714 W
SRR5857594,42.9309 N 78.9375 W
SRR5857595,42.8721 N 79.2181 W
SRR5857596,43.1997 N 79.5572 W
SRR5857597,42.8760 N 79.2804 W
SRR5857598,43.1635 N 79.3156 W
SRR5857599,42.8748 N 79.4526 W
SRR5857600,42.8680 N 79.3659 W
SRR5857601,43.1717 N 79.3363 W
SRR5857602,43.0482 N 79.7423 W
SRR5857603,43.1113 N 79.8815 W
SRR5857604,43.1601 N 79.9312 W
SRR5857605,43.0339 N 79.0481 W
SRR5857606,43.0920 N 79.2617 W
SRR5857607,42.8181 N 79.0961 W
SRR5857608,42.8733 N 79.2045 W
SRR5857609,43.1033 N 79.2112 W
SRR5857610,42.8763 N 79.0199 W
SRR5857611,43.1613 N 79.9368 W
SRR5857612,43.1707 N 79.9474 W
SRR5857613,43.1333 N 79.3835 W
SRR5857614,42.9477 N 79.3783 W
SRR5857615,43.1537 N 79.3346 W
SRR5857616,43.1519 N 79.3745 W
SRR5857617,42.8638 N 79.3862 W
SRR5857618,43.0393 N 79.0821 W
SRR5857619,42.8744 N 79.4289 W
SRR5857620,42.8754 N 79.4299 W
SRR5857621,42.8723 N 79.4188 W
SRR5857622,42.8722 N 79.4272 W
SRR5857623,43.2043 N 79.2669 W
SRR5857624,42.8698 N 79.3981 W
SRR5857625,43.2047 N 79.2660 W
SRR5857626,43.2052 N 79.2648 W
SRR5857627,42.8754 N 79.4299 W
SRR5857628,43.1913 N 79.8989 W
SRR5857629,42.8638 N 79.3862 W
SRR5857630,42.8754 N 79.4299 W
SRR5857631,43.0875 N 79.2920 W
SRR5857632,43.1150 N 79.2748 W
SRR5857633,43.0622 N 79.2936 W
SRR5857634,43.0873 N 79.2916 W
SRR5857635,43.1997 N 79.5572 W
SRR5857636,43.1635 N 79.3156 W
SRR5857637,43.0920 N 79.2617 W
SRR5857638,43.0339 N 79.0481 W
SRR5857639,42.9885 N 79.2663 W
SRR5857640,42.9803 N 79.2853 W
SRR5857641,42.9698 N 79.0481 W
SRR5857642,42.8723 N 79.4188 W
SRR5857643,42.8723 N 79.4188 W
SRR5857644,42.9725 N 79.0184 W
SRR5857645,43.0056 N 79.4823 W
SRR5857646,43.0646 N 79.7947 W
SRR5857647,42.9910 N 79.6773 W
SRR5857648,42.9806 N 79.5623 W
SRR5857649,42.8722 N 79.4272 W
SRR5857650,43.0274 N 79.6322 W
SRR5857651,43.0075 N 79.1120 W
SRR5857652,43.1120 N 79.4216 W
SRR5857653,43.1537 N 79.3346 W
SRR5857654,43.1142 N 79.1396 W
SRR5857655,43.1913 N 79.8989 W
SRR5857656,43.2537 N 79.0955 W
SRR5857657,43.2052 N 79.2648 W
SRR5857658,43.2043 N 79.2669 W
SRR5857659,43.0287 N 79.2110 W
SRR5857660,43.2047 N 79.2660 W
SRR5857661,42.9848 N 79.2728 W
SRR5857662,42.9947 N 79.2501 W
SRR5857663,42.8733 N 79.2045 W
SRR5857664,42.8763 N 79.0199 W
SRR5857665,43.0920 N 79.2617 W
SRR5857666,43.0339 N 79.0481 W
SRR5857667,42.8722 N 79.4272 W
SRR5857668,42.8744 N 79.4289 W
SRR5857669,42.9910 N 79.6773 W
SRR5857670,42.9806 N 79.5623 W
SRR5857671,42.8744 N 79.4289 W
SRR5857672,42.8754 N 79.4299 W
SRR5857673,42.8723 N 79.4188 W
SRR5857674,42.8722 N 79.4272 W
SRR5857675,43.2052 N 79.2648 W
SRR5857676,43.2043 N 79.2669 W
SRR5857677,42.8638 N 79.3862 W
SRR5857678,43.2047 N 79.2660 W
SRR5857679,42.8698 N 79.3981 W
SRR5857680,42.8723 N 79.4188 W
SRR5857681,43.2047 N 79.2660 W
SRR5857682,43.1519 N 79.3745 W
SRR5857683,43.1333 N 79.3835 W
SRR5857684,43.2052 N 79.2648 W
SRR5857685,43.0575 N 79.2858 W
SRR5857686,43.0622 N 79.2936 W
SRR5857687,43.0638 N 79.2749 W
SRR5857688,43.0875 N 79.2920 W
SRR5857689,42.8722 N 79.4272 W
SRR5857690,43.0920 N 79.2617 W
SRR5857691,43.1150 N 79.2748 W
SRR5857692,42.9744 N 79.4289 W
SRR5857693,43.0646 N 79.7947 W
SRR5857694,43.0746 N 79.8080 W
SRR5857695,43.0482 N 79.7423 W
SRR5857696,43.1120 N 79.1756 W
SRR5857697,42.9720 N 79.3177 W
SRR5857698,42.9848 N 79.2728 W
SRR5857699,42.9947 N 79.2501 W
SRR5857700,43.0287 N 79.2110 W
SRR5857701,43.0462 N 79.1230 W
SRR5857702,43.1874 N 79.9597 W
SRR5857703,43.0689 N 79.7805 W
SRR5857704,43.0125 N 79.2370 W
SRR5857705,43.0746 N 79.8080 W
SRR5857706,43.2052 N 79.2648 W
SRR5857707,43.2043 N 79.2669 W
SRR5857708,42.8721 N 79.2181 W
SRR5857709,43.2047 N 79.2660 W
SRR5857710,43.2162 N 79.2121 W
SRR5857711,43.1142 N 79.1396 W
SRR5857712,42.8698 N 79.3981 W
SRR5857713,42.8723 N 79.4188 W
SRR5857714,43.0745 N 79.5250 W
SRR5857715,43.0274 N 79.6322 W
SRR5857716,42.8754 N 79.4299 W
SRR5857717,42.8648 N 79.3872 W
SRR5857718,43.1268 N 79.3959 W
SRR5857719,43.2532 N 79.1259 W
SRR5857720,43.0393 N 79.0821 W
SRR5857721,43.0414 N 79.1230 W
SRR5857722,43.0731 N 79.3093 W
SRR5857723,43.0638 N 79.2749 W
SRR5857724,43.0622 N 79.2936 W
SRR5857725,43.0873 N 79.2916 W
SRR5857726,43.0838 N 79.4748 W
SRR5857727,43.1333 N 79.3835 W
SRR5857728,43.1519 N 79.3745 W
SRR5857729,43.0575 N 79.2858 W
SRR5857730,43.0875 N 79.2920 W
SRR5857731,43.1150 N 79.2748 W
SRR5857732,43.2537 N 79.0955 W
SRR5857733,43.2162 N 79.2121 W
SRR5857734,43.1142 N 79.1396 W
SRR5857735,43.1537 N 79.3346 W
SRR5857736,43.1120 N 79.1756 W
SRR5857737,43.0075 N 79.1120 W
SRR5857738,43.0274 N 79.6322 W
SRR5857739,43.0745 N 79.5250 W
SRR5857740,42.9806 N 79.5623 W
SRR5857741,42.9910 N 79.6773 W
SRR5857742,42.9477 N 79.3783 W
SRR5857743,42.9460 N 79.0683 W
SRR5857744,43.1638 N 79.3962 W
SRR5857745,42.8754 N 79.4299 W
SRR5857746,42.8733 N 79.2045 W
SRR5857747,42.8643 N 79.3869 W
SRR5857748,43.1033 N 79.2112 W
SRR5857749,42.8763 N 79.0199 W
SRR5857750,43.2573 N 79.0866 W
SRR5857751,43.1120 N 79.1756 W
SRR5857752,43.0500 N 79.1326 W
SRR5857753,43.1156 N 79.5665 W
SRR5857754,42.9551 N 79.0159 W
SRR5857755,43.2211 N 79.2258 W
SRR5857756,43.1897 N 79.4969 W
SRR5857757,42.9974 N 79.0409 W
SRR5857758,43.1150 N 79.2748 W
SRR5857759,43.0875 N 79.2920 W
SRR5857760,43.1250 N 79.0813 W
SRR5857761,43.0873 N 79.2916 W
SRR5857762,43.1250 N 79.0813 W
SRR5857763,43.2162 N 79.2321 W
SRR5857764,42.8754 N 79.4299 W
SRR5857765,42.8744 N 79.4289 W
SRR5857766,43.0622 N 79.2936 W
SRR5857767,42.8638 N 79.3862 W
SRR5857768,43.1156 N 79.5665 W
SRR5857769,42.9551 N 79.0159 W
SRR5857770,43.2211 N 79.2258 W
SRR5857771,43.1897 N 79.4969 W
SRR5857772,43.2336 N 79.1633 W
SRR5857773,43.2251 N 79.1827 W
SRR5857774,43.1983 N 79.2647 W
SRR5857775,43.0500 N 79.1326 W
SRR5857776,42.9974 N 79.0409 W
SRR5857777,42.9477 N 79.3783 W
SRR5857778,43.1997 N 79.5572 W
SRR5857779,42.9180 N 78.9714 W
SRR5857780,43.0482 N 79.7423 W
SRR5857781,43.1635 N 79.3156 W
SRR5857782,42.9885 N 79.2663 W
SRR5857783,43.1717 N 79.3363 W
SRR5857784,43.1983 N 79.2647 W
SRR5857785,42.9803 N 79.2853 W
SRR5857786,43.2336 N 79.1633 W
SRR5857787,43.2251 N 79.1827 W
SRR5857788,43.1628 N 79.8865 W
SRR5857789,42.8723 N 79.4188 W
SRR5857790,42.8698 N 79.3981 W
SRR5857791,43.0745 N 79.5250 W
SRR5857792,43.2336 N 79.1633 W
SRR5857793,43.2573 N 79.0866 W
SRR5857794,43.0056 N 79.4823 W
SRR5857795,42.9803 N 79.2853 W
SRR5857796,42.9885 N 79.2663 W
SRR5857797,43.1717 N 79.3363 W
SRR5857798,43.0482 N 79.7423 W
SRR5857799,43.1635 N 79.3156 W
SRR5857800,43.1997 N 79.5572 W
SRR5857801,42.9180 N 78.9714 W
SRR5857802,42.9309 N 78.9375 W
SRR5857803,43.2532 N 79.1259 W
SRR5857804,43.1601 N 79.9312 W
SRR5857805,43.1113 N 79.8815 W
SRR5857806,43.0746 N 79.8080 W
SRR5857807,42.8748 N 79.4526 W
SRR5857808,43.0056 N 79.4823 W
SRR5857809,43.0646 N 79.7947 W
SRR5857810,42.8760 N 79.2804 W
SRR5857811,42.8680 N 79.3659 W
SRR5857812,42.9885 N 79.2663 W
SRR5857813,42.9803 N 79.2853 W
SRR5857814,43.0462 N 79.1230 W
SRR5857815,43.1874 N 79.9597 W
SRR5857816,43.0689 N 79.7805 W
SRR5857817,43.0125 N 79.2370 W
SRR5857818,43.0998 N 79.8132 W
SRR5857819,43.1613 N 79.9368 W
SRR5857820,43.1120 N 79.4216 W
SRR5857821,43.1537 N 79.3346 W
SRR5857822,43.1142 N 79.1396 W
SRR5857823,42.9910 N 79.6773 W
SRR5857824,43.1913 N 79.8989 W
SRR5857825,43.2537 N 79.0955 W
SRR5857826,43.2043 N 79.2669 W
SRR5857827,43.0075 N 79.1120 W
SRR5857828,42.9806 N 79.5623 W
SRR5857829,43.1342 N 79.7453 W
SRR5857830,43.1628 N 79.8865 W
SRR5857831,43.0393 N 79.0821 W
SRR5857832,43.0414 N 79.1230 W
SRR5857833,43.1997 N 79.5572 W
SRR5857834,43.1635 N 79.3156 W
SRR5857835,43.0482 N 79.7423 W
SRR5857836,43.1717 N 79.3363 W
SRR5857837,43.1268 N 79.3959 W
SRR5857838,43.2532 N 79.1259 W
SRR5857839,42.9309 N 78.9375 W
SRR5857840,42.9180 N 78.9714 W
SRR5857841,42.9180 N 78.9714 W
SRR5857842,42.9309 N 78.9375 W
SRR5857843,43.2047 N 79.2660 W
SRR5857844,43.2052 N 79.2648 W
SRR5857845,43.2143 N 79.2769 W
SRR5857846,42.8698 N 79.3981 W
SRR5857847,42.8722 N 79.4272 W
SRR5857848,42.8744 N 79.4289 W
SRR5857849,43.0838 N 79.4748 W
SRR5857850,43.1342 N 79.7453 W
SRR5857851,43.1628 N 79.8865 W
SRR5857852,43.1913 N 79.8989 W
SRR5857853,43.2537 N 79.0955 W
SRR5857854,43.0075 N 79.1120 W
SRR5857855,43.1213 N 79.8815 W
SRR5857856,43.1601 N 79.9312 W
SRR5857857,43.1613 N 79.9368 W
SRR5857858,43.1707 N 79.9474 W
SRR5857859,42.8722 N 79.4272 W
SRR5857860,42.8744 N 79.4289 W
SRR5857861,42.8754 N 79.4299 W
SRR5857862,42.8638 N 79.3862 W
SRR5857863,43.2052 N 79.2648 W
SRR5857864,43.2043 N 79.2669 W
SRR5857865,42.8698 N 79.3981 W
SRR5857866,42.8723 N 79.4188 W
SRR5857867,43.2047 N 79.2660 W
SRR5857868,43.2043 N 79.2669 W
SRR5857869,43.0287 N 79.2110 W
SRR5857870,42.9947 N 79.2501 W
SRR5857871,42.9848 N 79.2728 W
SRR5857872,42.9720 N 79.3177 W
SRR5857873,42.9968 N 79.5662 W
SRR5857874,43.0213 N 79.6177 W
SRR5857875,43.0998 N 79.8132 W
SRR5857876,43.1133 N 79.8815 W
SRR5857877,43.1874 N 79.9597 W
SRR5857878,43.0462 N 79.1230 W
SRR5468149,77.605 S 163.1630 E
SRR5457263,41.2451 N 76.9856 W
SRR5457262,41.2451 N 76.9856 W
SRR5433230,46.238518 N 6.293545 E
SRR5432931,46.238518 N 6.293545 E
SRR5432762,46.238518 N 6.293545 E
SRR5429806,39.02 N 76.16 W
SRR5429805,39.02 N 76.16 W
SRR5429799,38.08 N 75.92 W
SRR5429798,39.02 N 76.16 W
SRR5429797,39.02 N 76.16 W
SRR5429792,38.08 N 75.92 W
SRR5429791,38.08 N 75.92 W
SRR5429790,38.08 N 75.92 W
SRR5429784,38.08 N 75.92 W
SRR5429783,38.08 N 75.92 W
SRR5429782,38.08 N 75.92 W
SRR5338504,39.14 N 0.65 W
SRR5278612,39.7255 N 20.615 E
SRR5278611,39.7190 N 20.604 E
SRR5278610,39.7127 N 20.814 E
SRR5278609,39.7255 N 20.615 E
SRR5278608,39.7190 N 20.604 E
SRR5278607,39.7127 N 20.814 E
SRR5273183,44.376 N 110.69 W
SRR5273182,44.376 N 110.69 W
SRR5260500,43.1998 N 86.5698 W
SRR5260499,43.1998 N 86.5698 W
SRR5260498,43.1998 N 86.5698 W
SRR5260496,43.1998 N 86.5698 W
SRR5260495,43.1998 N 86.5698 W
SRR5260494,43.1998 N 86.5698 W
SRR5260448,43.1998 N 86.5698 W
SRR5260447,43.1998 N 86.5698 W
SRR5260446,43.1998 N 86.5698 W
SRR5227751,41.709 N 83.250 W
SRR5225748,41.709 N 83.250 W
SRR5214709,1.7800 S 29.2000 E
SRR5214704,2.0288 S 29.1756 E
SRR5214703,2.0288 S 29.1756 E
SRR5211163,45.4091 N 72.0994 W
SRR5211153,46.8319 N 72.5 W
SRR2179960,44.99 N 73.11 W
SRR2179959,44.99 N 73.11 W
SRR2179958,44.99 N 73.11 W
SRR2179957,44.99 N 73.11 W
SRR2179956,44.99 N 73.11 W
SRR2179955,44.99 N 73.11 W
SRR2179953,44.99 N 73.11 W
SRR2179954,44.99 N 73.11 W
SRR4754863,47.070833 N 8.316333 E
SRR4754862,47.070833 N 8.316333 E
SRR4754861,47.0925 N 8.48910 E
SRR4754860,47.070833 N 8.316333 E
SRR4754859,47.0925 N 8.4891 E
SRR4754858,47.0925 N 8.4891 E
SRR4447895,36.01102240752391 N 83.9738692715764 W
SRR4447894,36.01053233645578 N 83.9733961969614 W
SRR4198832,39.14 N 0.6499 W
SRR4198666,39.14 N 0.6499 W
SRR4071975,15.67 N 120.24 E
SRR4071973,15.67 N 120.24 E
SRR4029424,46.041 N 89.686 W
SRR4029423,46.041 N 89.686 W
SRR4029421,46.041 N 89.686 W
SRR4029420,46.041 N 89.686 W
SRR4029419,46.041 N 89.686 W
SRR4029415,46.041 N 89.686 W
SRR4029414,46.041 N 89.686 W
SRR4029412,46.041 N 89.686 W
SRR4029410,46.041 N 89.686 W
SRR4029408,46.041 N 89.686 W
SRR4029407,46.041 N 89.686 W
SRR4029405,46.041 N 89.686 W
SRR4029403,46.041 N 89.686 W
SRR4029402,46.041 N 89.686 W
SRR4029401,46.041 N 89.686 W
SRR4029400,46.041 N 89.686 W
SRR4029398,46.041 N 89.686 W
SRR4029396,46.041 N 89.686 W
SRR4029395,46.041 N 89.686 W
SRR4029393,46.041 N 89.686 W
SRR4029392,46.041 N 89.686 W
SRR4029390,46.041 N 89.686 W
SRR4029389,46.041 N 89.686 W
SRR4029387,46.041 N 89.686 W
SRR4029386,46.041 N 89.686 W
SRR4029385,46.041 N 89.686 W
SRR4029380,46.041 N 89.686 W
SRR4029377,46.041 N 89.686 W
SRR4029376,46.041 N 89.686 W
SRR4029375,46.041 N 89.686 W
SRR4029374,46.041 N 89.686 W
SRR4029373,46.041 N 89.686 W
SRR4029372,46.041 N 89.686 W
SRR4029370,46.041 N 89.686 W
SRR4029369,46.041 N 89.686 W
SRR4029365,46.041 N 89.686 W
SRR4029364,46.041 N 89.686 W
SRR4029361,46.041 N 89.686 W
SRR4029360,46.041 N 89.686 W
SRR4029359,46.041 N 89.686 W
SRR4029124,46.041 N 89.686 W
SRR4029123,46.041 N 89.686 W
SRR4029121,46.041 N 89.686 W
SRR4029120,46.041 N 89.686 W
SRR4029119,46.041 N 89.686 W
SRR4029118,46.041 N 89.686 W
SRR4029116,46.041 N 89.686 W
SRR4029115,46.041 N 89.686 W
SRR4029114,46.041 N 89.686 W
SRR4029113,46.041 N 89.686 W
SRR4029112,46.041 N 89.686 W
SRR4029110,46.041 N 89.686 W
SRR4029087,46.041 N 89.686 W
SRR4029086,46.041 N 89.686 W
SRR4029085,46.041 N 89.686 W
SRR4029084,46.041 N 89.686 W
SRR4029083,46.041 N 89.686 W
SRR4029082,46.041 N 89.686 W
SRR4029081,46.041 N 89.686 W
SRR4029080,46.041 N 89.686 W
SRR4029076,46.041 N 89.686 W
SRR4029074,46.041 N 89.686 W
SRR4029064,46.041 N 89.686 W
SRR4029063,46.041 N 89.686 W
SRR4029061,46.041 N 89.686 W
SRR4023065,78.445169 S 106.870651 E
SRR4023064,78.445169 S 106.870651 E
SRR4018513,42.8638 N 79.3862 W
SRR4018512,42.8638 N 79.3862 W
SRR4018511,43.2043 N 79.2669 W
SRR4018510,43.2043 N 79.2669 W
SRR4018509,42.8723 N 79.4187 W
SRR4018508,42.8698 N 79.3982 W
SRR4018507,42.8746 N 79.2323 W
SRR4018506,42.8746 N 79.2323 W
SRR4018505,42.8723 N 79.4187 W
SRR4018504,43.2052 N 79.2648 W
SRR4018503,43.2052 N 79.2648 W
SRR4018502,43.2047 N 79.266 W
SRR4018501,43.2047 N 79.266 W
SRR4018500,43.2043 N 79.2669 W
SRR4018499,43.2043 N 79.2669 W
SRR4018498,42.8722 N 79.4272 W
SRR4018497,42.8722 N 79.4272 W
SRR4018496,42.8723 N 79.4188 W
SRR4018495,42.8723 N 79.4187 W
SRR4018494,42.8698 N 79.3982 W
SRR4018493,42.8698 N 79.3981 W
SRR4018492,42.8698 N 79.3982 W
SRR4018491,42.8638 N 79.3862 W
SRR4018490,42.8638 N 79.3862 W
SRR4018489,43.2247 N 79.6183 W
SRR4018488,43.2247 N 79.6183 W
SRR4018487,42.8698 N 79.3982 W
SRR4018486,42.8698 N 79.3982 W
SRR4018485,42.8723 N 79.4187 W
SRR4018484,42.8723 N 79.4187 W
SRR4018483,43.2047 N 79.266 W
SRR4018482,43.2047 N 79.266 W
SRR3932153,6.841715565434579 S 37.77246057987213 E
SRR1173821,38.5355 N 0.2663 W
SRR3657441,61.208142 N 25.113609 E
SRR3657440,61.208142 N 25.113609 E
SRR3657439,61.208142 N 25.113609 E
SRR3657438,61.208142 N 25.113609 E
SRR3657437,61.208142 N 25.113609 E
SRR3657436,61.208142 N 25.113609 E
SRR3657435,61.208142 N 25.113609 E
SRR3657434,61.208142 N 25.113609 E
SRR3657433,61.208142 N 25.113609 E
SRR3657432,61.208142 N 25.113609 E
SRR3657431,61.208142 N 25.113609 E
SRR3657430,61.208142 N 25.113609 E
SRR3657429,61.208142 N 25.113609 E
SRR3571355,34.15 N 83.57 W
SRR3571354,34.15 N 83.57 W
SRR3571293,34.15 N 83.57 W
SRR3571025,34.15 N 83.57 W
SRR3570947,34.15 N 83.57 W
SRR3569810,34.15 N 83.57 W
SRR3569624,34.15 N 83.57 W
SRR3569558,34.15 N 83.57 W
SRR3569349,34.15 N 83.57 W
SRR3569300,34.15 N 83.57 W
SRR3568955,34.15 N 83.57 W
SRR3568916,34.15 N 83.57 W
SRR3476747,23.04 N 113.41 E
SRR3184724,43.92 N 122.81 W
SRR3184721,43.92 N 122.81 W
SRR3184722,43.92 N 122.81 W
SRR3184720,43.92 N 122.81 W
SRR3184719,43.92 N 122.81 W
SRR3184718,43.92 N 122.81 W
SRR3184717,43.92 N 122.81 W
SRR3184716,43.92 N 122.81 W
SRR3184715,43.92 N 122.81 W
SRR3184714,43.92 N 122.81 W
SRR3184713,43.92 N 122.81 W
SRR3184712,43.92 N 122.81 W
SRR3184711,43.92 N 122.81 W
SRR3184710,43.92 N 122.81 W
SRR3184709,43.92 N 122.81 W
SRR3184708,43.92 N 122.81 W
SRR3184707,43.92 N 122.81 W
SRR3184745,42.23 N 121.52 W
SRR3184744,41.93 N 122.44 W
SRR3184743,41.93 N 122.44 W
SRR3184741,41.93 N 122.44 W
